"Name","Address","Bedroom","Bathroom","Total_area","Price","Phone"
"apartemen city home di mall of indonesia kelapa gading","Kelapa Gading, Jakarta Utara",2,"1","45 m²"," 700,000,000","+62 8158559984"
"Apartemen Permata Eksekutif","Pos Pengumben, Jakarta Barat",1,"1","36 m²"," 375,000,000","+6281791533702"
"Dijual Apartemen La Maison Tipe 3 Kamar Tidur Fully Furnished","Kebayoran Baru, Jakarta Selatan",3,"2","169 m²"," 6,300,000,000","+6287764891005"
"Condominium Taman Anggrek tower 8 type 3BR Furnish","Grogol Petamburan, Jakarta Barat",3,"2","146 m²"," 2,250,000,000","+6287871188165"
"Dijual apartemen Sunter Park View 2BR furnished bagus murah","Sunter, Jakarta Utara",2,"1","36 m²"," 400,000,000","+6285889687553"
"Jjual Apartemen Green Pramuka Tower Faggio lt 20","Jakarta Pusat",2,"1","34 m²"," 400,000,000","+6281394078624"
"Luxurious Apartemen Casablanca Tower 2 - Fully Furnished","Menteng Dalam, Jakarta Selatan",2,"2","120 m²"," 2,700,000,000","+6262817247822"
"Dijual Apartemen pakubuwono view 155m Jakarta Selatan","Kebayoran Baru, Jakarta Selatan",3,"3","155 m²"," 4,500,000,000","+6285210455289"
"Dijual Apartemen Pluit Sewa View, Pluit","Pluit, Jakarta Utara",2,"1","43 m²"," 400,000,000","+6285373235754"
"Murah BU, 1 Bed Room Thamrin Residence hanya 1,375 M still Nego!","Thamrin, Jakarta Pusat",1,"1","42 m²"," 1,375,000,000","+6281383450597"
"Dijual - Apartemen Puri Imperium (harga BU) TERMURAH","Kuningan, Jakarta Selatan",3,"1","136 m²"," 1,700,000,000","+6281319067427"
"Dijual Apartemen Setiabudi Residence 2BR Furnished Best View Unit Corner Siap Hu","Jakarta Selatan",2,"1","84 m²"," 2,600,000,000","+6287773539179"
"Apartement Puri Mansion Dijual Murah","Jakarta Barat",2,"1","84 m²"," 550,000,000","+6287817796726"
"Promo Agustus-Bassura city apartemen-F.15 studio-Nego Alus","Cipinang Melayu, Jakarta Timur",1,"1","21 m²"," 325,000,000","+6281851298244"
"Taman Rasuna Dijual Cepat Dibawah NJOP unit 2+1BR Lantai Tinggi Furnish Pool Vie","SetiaBudi, Jakarta Selatan",3,"2","74 m²"," 1,100,000,000","+6285812448984"
"Dijual Cepat Unit Terbaik 2+1BR Sdh Renov Full Furnish","Tanjung Duren, Jakarta Barat",3,"2","88 m²"," 1,900,000,000","+6285811485925"
"Jual apartemen HawaianBay Gading River View","Kelapa Gading, Jakarta Utara",2,"1","45 m²"," 650,000,000","+6281918126775"
"Jual Apartement Best Western Mangga Dua City View","Sawah Besar, Jakarta Pusat",1,"1","28 m²"," 325,000,000","+6281280904995"
"Dijual sewa Apart Green Bay","Pluit, Jakarta Utara",2,"1","35 m²"," 350,000,000","+6281613135651"
"Dijual Apartemen Kondominium Juanda 3BR Uk 139,32m2 Siap Huni Best Price at Jaka","Gambir, Jakarta Pusat",3,"2","139 m²"," 1,500,000,000","+6287785879724"
"dijual apartemen di transparl cibubur","Cibubur, Jakarta Timur",1,"1","22 m²"," 530,000,000","+6287788569139"
"Sale Unit Taman Rasuna 1br 40 Sqm","SetiaBudi, Jakarta Selatan",1,"1","40 m²"," 1,000,000,000","+6281299519150"
"Apartemen Lexington Residence Type Studio di Jakarta Selatan","Pesanggrahan, Jakarta Selatan",1,"1","37 m²"," 647,500,000","+6285619477114"
"Dijual Apartemen GARDENIA BOULEVARD FULLY FURNISHED","Pejaten, Jakarta Selatan",2,"1","48 m²"," 850,000,000","+6281617873199"
"Dijual Apartemen Sudirman Suites 3 BR renovated Semifurnished Bagus","Sudirman, Jakarta Selatan",2,"1","70 m²"," 3,500,000,000","+6281110349393"
"Dijual Apartemen Puri Kemayoran Banting Harga","Kemayoran, Jakarta Pusat",2,"2","84 m²"," 550,000,000","+6281802908405"
"Dijual Apartemen Taman Semanan Indah Penthouse","Duri Kosambi, Jakarta Barat",2,"1","49 m²"," 475,000,000","+6281315525355"
"Apartemen Lexington Residence Tipe Studio di Jakarta Selatan.","Pesanggrahan, Jakarta Selatan",1,"1","35 m²"," 597,550,000","+6285617085215"
"Apartemen Gading Resort Residence 3kt","Kelapa Gading Barat, Jakarta Utara",3,"2","103 m²"," 1,500,000,000","+6287888603732"
"For Sale Penthouse Apartemen Pondok Indah","Pondok Indah, Jakarta Selatan",4,"3","337 m²"," 20,500,000,000","+6285694006018"
"GREEN PRAMUKA MALL 2BR FULL FURNISH FURNISH SELL & NEW","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 320,000,000","+6285289031353"
"Residence 8 Senopati SCBD 1 BR - Fully Furnished, Low Price, Best View","Kebayoran Baru, Jakarta Selatan",3,"2","180 m²"," 7,900,000,000","+6283898567724"
"GREEN PRAMUKA CITY JUAL 2 BEDROOM FULL FURNISH","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 320,000,000","+6285286469479"
"Kemang village residence","Kemang, Jakarta Selatan",3,"3","205 m²"," 6,000,000,000","+6281285126689"
"Apartemen Green Parkview Jakarta Barat","Cengkareng, Jakarta Barat",1,"1","21 m²"," 235,000,000","+6281775370713"
"DIJUAL Apartemen Kalibata Tower BORNEO Type 2 Kamar SHM Furnish GOOD","Kalibata, Jakarta Selatan",2,"1","33 m²"," 350,000,000","+6281712076053"
"Apartemen Permata Hijau Residences","Permata Hijau, Jakarta Selatan",3,"2","107 m²"," 2,100,000,000","+6281317788196"
"Dijual Apartemen Tokyo Riverside PIK 2 Studio, Harga Bagus, view taman","Pantai Indah Kapuk, Jakarta Utara",1,"1","21 m²"," 318,000,000","+6281215093455"
"Apartemen Teluk Intan Lantai Rendah Siap Huni","Teluk Gong, Jakarta Utara",2,"1","39 m²"," 560,000,000","+6281292405069"
"Keren 1 BR Terluas + 1 Study Room Apartemen Casablanca, Kuningan","Casablanca, Jakarta Selatan",1,"1","70 m²"," 1,450,000,000","+6281216773065"
"Jual Apartemen 2Br","Cengkareng, Jakarta Barat",2,"1","33 m²"," 185,000,000","+6285887499546"
"Jual Aparteman Brawijaya Kebayoran Baru","Kebayoran Baru, Jakarta Selatan",2,"2","125 m²"," 2,900,000,000","+6287886379065"
"Dijual Apt The Royale Springhill Kemayoran 2 BR luas 119 m2 City View VR669","Jakarta Pusat",2,"1","119 m²"," 1,700,000,000","+6281704926123"
"Thamrin Residence 2 Bedroom Lantai 16 Furnished","Thamrin, Jakarta Pusat",2,"1","58 m²"," 1,500,000,000","+6288976592617"
"Dijual Apartemen Casa Grande Casablanca Private Lift","Tebet, Jakarta Selatan",2,"2","106 m²"," 3,000,000,000","+6282112988655"
"Nice 3BR Apartment with Strategic Location   Sahid Sudirman Residence","Sudirman, Jakarta Selatan",3,"2","103 m²"," 3,000,000,000","+6281619304247"
"Dijual Apartemen Setiabudi Sky Garden.","SetiaBudi, Jakarta Selatan",2,"1","89 m²"," 3,200,000,000","+6281319106719"
"Apartemen Tifolia Studio","Pulo Gadung, Jakarta Timur",1,"1","21 m²"," 300,000,000","+6281197797289"
"Dijual Murah Tipe Studio Signature Park Full Parqet Lt. Rendah Furnish Siap Huni","Tebet, Jakarta Selatan",1,"1","24 m²"," 634,000,000","+6285880016670"
"dijual apartemen Bassura city","Jatinegara, Jakarta Timur",1,"1","21 m²"," 370,000,000","+6281222281688"
"Dijual cepat Apartment PIK 2 Tokyo Riverside","Penjaringan, Jakarta Utara",1,"1","21 m²"," 300,000,000","+6281227166112"
"Jarang Ada Jual Butuh Harga Dibawah Pasaran Bassura City F.11 3br","Cipinang, Jakarta Timur",3,"1","48 m²"," 664,100,000","+6281852843286"
"DIJUAL GREEN PRAMUKA 2 KAMAR FULL FURNISHED INCLUDE BIAYA BALIK NAMA TOWER FAGIO","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 330,000,000","+6287882793124"
"Dijual Apartemen Unfurnish di Kuningan Jakarta Selatan","Kuningan, Jakarta Selatan",2,"2","72 m²"," 2,100,000,000","+6282138686389"
"Harga Jual Termurah Apartemen Thamrin City 2BR Fully Furnished","Tanah Abang, Jakarta Pusat",2,"1","58 m²"," 1,350,000,000","+6281213138281"
"Apartemen 2 Kamar Tidur Sudirman Suites Jakarta","Jakarta Pusat",2,"1","59 m²"," 3,500,000,000","+6281314249294"
"Di Jual Apartemen Puri Casablanca Fully Furnish Jakarta Selatan","Menteng Dalam, Jakarta Selatan",3,"3","110 m²"," 2,100,000,000","+6281217600161"
"Dijual Apartemen Mediterania Ancol Siap Huni","Ancol, Jakarta Utara",2,"1","42 m²"," 575,000,000","+6281383412253"
"DIJUAL APARTEMEN TAMAN ANGGREK 88 SQM JAKARTA BARAT","Grogol, Jakarta Barat",2,"1","88 m²"," 1,650,000,000","+6262813501843"
"Bonus Furnish 1BR 29m2 Madison Park MP Central Park CP Tanjung Duren","Tanjung Duren, Jakarta Barat",1,"1","29 m²"," 695,000,000","+6281216386503"
"Dijual Apartment The Boutique Siap Huni di Kemayoran Jakarta Pusat","Kemayoran, Jakarta Pusat",3,"1","50 m²"," 450,000,000","+6285712145465"
"Jual Apartemen Kempinski Grand Indonesia 3 Bedroom Best View","Thamrin, Jakarta Pusat",3,"3","262 m²"," 8,500,000,000","+6285225168505"
"Dijual Apartemen Sunter - Green Lake Sunter - Promo Only 260jt (Cash)","Sunter, Jakarta Utara",1,"1","21 m²"," 260,000,000","+6281289450192"
"Apartement Kalibata City 2BR Tower Herbras FullFurnish","Kalibata, Jakarta Selatan",2,"1","36 m²"," 400,000,000","+6281781894622"
"Dijual Bellagio Residence 3BR luas 104sqm (BLP-S157)","Kuningan Barat, Jakarta Selatan",3,"3","104 m²"," 2,450,000,000","+6281280998090"
"Apartemen Puri Mansion 2 Bedroom","Puri Indah, Jakarta Barat",2,"2","49 m²"," 875,000,000","+6281794299144"
"RESIDENCES 8 at SENOPATI TYPE 180 SQM (3BR), iDR 7,9M [NEGO] (( DIJUAL ))","Kebayoran Baru, Jakarta Selatan",3,"3","180 m²"," 7,900,000,000","+6285674216849"
"DIJUAL APARTEMEN CENTRAL PARK TOWER ALAINA JAKARTA BARAT","Grogol Petamburan, Jakarta Barat",3,"2","90 m²"," 2,750,000,000","+6287819825968"
"Dijual Apartemen Park Royale Executive","Gatot Subroto, Jakarta Selatan",2,"1","85 m²"," 2,000,000,000","+6281314202250"
"Jual Cepat Apartment Puri Park View Full Furnished, 2 BR, Puri, JakBar","Puri Indah, Jakarta Barat",3,"1","36 m²"," 580,000,000","+6285784721854"
"Penthouse Apartemen The Peak 4BR","SetiaBudi, Jakarta Selatan",4,"4","418 m²"," 18,000,000,000","+6287872505258"
"Apartemen Taman Rasuna, Tower 17, View Epicentrum, Fully Furnished, Siap Huni","Kuningan, Jakarta Selatan",2,"2","80 m²"," 1,700,000,000","+6282365859321"
"Turun Harga, Dibawah Harga NJOP, lokasi strategis, unit jarang","Kuningan, Jakarta Selatan",2,"1","80 m²"," 1,320,000,000","+6281276910655"
"Dijual Apartement Jakarta Selatan Senayan Residence Bagus Siap Huni","Senayan, Jakarta Selatan",2,"2","92 m²"," 3,500,000,000","+6281612283597"
"Dijual Apartemen Mitra Bahari, Penthouse","Penjaringan, Jakarta Utara",3,"1","256 m²"," 3,000,000,000","+6287887404394"
"Dijual Apartemen The Mansion 2 BR Luas 73m2 VR376","Kemayoran, Jakarta Pusat",2,"1","73 m²"," 1,250,000,000","+6281706595910"
"Nego sampai Jadi Unit 3Kamar twr Alamanda - Bassura City","Cipinang, Jakarta Timur",3,"1","48 m²"," 914,800,000","+6281854608975"
"DIJUAL GREEN PRAMUKA 2 KAMAR FULL FURNISHED INCLUDE BIAYA BALIK NAMA","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 310,000,000","+6287887424495"
"Dijual Apartemen The Mansion Dukuh Golf Kemayoran","Kemayoran, Jakarta Pusat",2,"1","85 m²"," 1,300,000,000","+6282126281537"
"DIJUAL GREEN PRAMUKA STUDIO FULL FURNISHED LANTAI RENDAH INCLUDE BALIK NAMA","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 280,000,000","+6287880984634"
"Dijual Cepat Apartemen Permata Hijau Jakarta Selatan 2+1 BR 138 m2 Unfurnished","Permata Hijau, Jakarta Selatan",2,"2","138 m²"," 3,500,000,000","+6281197078553"
"Jual Apartemen Patria Park 3 Bedroom Lantai Rendah Furnished SHM","Cawang, Jakarta Timur",3,"3","89 m²"," 1,350,000,000","+6285226125645"
"Dijual Apartemen Puri Park View Full Furnished 2BR Jakarta Barat.","Jakarta Barat",2,"1","35 m²"," 475,000,000","+6287876338176"
"KODE: 12370(At/Dj), Apartemen Dijual The Boutique Kemayoran","Kemayoran, Jakarta Pusat",2,"1","50 m²"," 650,000,000","+6281285242042"
"Apartemen 2 Bedroom Murah Metro Sunter Dijual Strategis di Sunter","Sunter Agung, Jakarta Utara",2,"1","50 m²"," 425,000,000","+6287718559678"
"di jual apartemen Bassura City atas mall Tpe 3br semi","Jatinegara, Jakarta Timur",3,"1","48 m²"," 695,000,000","+6288884933509"
"Dijual Apartemen Samara Suites Gatot Subroto, Jakarta Selatan","Gatot Subroto, Jakarta Selatan",1,"1","43 m²"," 2,000,000,000","+6281117147561"
"Dijual Apartement Gading Mediterania Residences Jakarta Utara","Kelapa Gading, Jakarta Utara",2,"1","73 m²"," 775,000,000","+6282124800691"
"For Sale Apartmen Capitol Park Salemba Tower Sapphire","Jakarta Pusat",1,"1","28 m²"," 790,000,000","+6281319780417"
"Jual cepat murah , Apartemen cbd pluit, 3 br , semi furnish","Pluit, Jakarta Utara",3,"2","63 m²"," 1,350,000,000","+6281387248803"
"Jual Apartemen Izzara Jakarta Selatan TB. Simatupang","TB Simatupang, Jakarta Selatan",1,"1","64 m²"," 1,500,000,000","+6287783222154"
"Turun Harga Lagi Jarang Ada 1 BR Luas Banget,Nyaman dan Keren,Kuningan","Kuningan, Jakarta Selatan",1,"1","70 m²"," 1,450,000,000","+6281213731404"
"Dijual Dibawah Pasaran Apartemen Verde 2, 2 Bed Luas 187 Sqm Full Furnished","SetiaBudi, Jakarta Selatan",2,"2","187 m²"," 9,720,000,000","+6281386405941"
"APARTEMEN 2+1BR SEMI FURNISH","Kembangan, Jakarta Barat",1,"1","37 m²"," 580,000,000","+6285884965692"
"Spesialis apartement hamptons park luas 96 m2 good unit","Pondok Indah, Jakarta Selatan",2,"2","96 m²"," 1,800,000,000","+6287786300206"
"Dijual Apartemen Puri Mansion","Kembangan, Jakarta Barat",2,"1","63 m²"," 2,555,000,000","+6281801820827"
"l Apt. Springhill Terrace 2 BR Ukuran 73 M2 Furnish VR405","Kemayoran, Jakarta Pusat",2,"1","73 m²"," 1,400,000,000","+6281709513418"
"FOR SALE Aparment Capitol Park Salemba","Senen, Jakarta Pusat",1,"1","23 m²"," 680,000,000","+6282126305849"
"Di jual Apartment Grand ITC Permata Hijau 3 BR + 1 Semi Furnish","Kebayoran Lama, Jakarta Selatan",4,"3","140 m²"," 2,500,000,000","+6281211118208"
"Apartment Nirvana In Kemang Exclusive, High end And Luxurious","Kemang, Jakarta Selatan",3,"3","224 m²"," 4,700,000,000","+6281614326919"
"JUAL Apartemen Murah 3Bedroom 27/A Unfurnish twr terbaik-Bassura City","Cipinang, Jakarta Timur",3,"1","48 m²"," 915,200,000","+6281858530204"
"JUAL Apartemen Murah 2kamar 18/A Unfurnish twr terbaik Bassura City","Cipinang, Jakarta Timur",2,"1","34 m²"," 549,300,000","+6281858536994"
"Dijual Unit di East Park Apartment","Jatinegara, Jakarta Timur",1,"1","33 m²"," 275,000,000","+6281846749812"
"Gandaria Height Apartemen 3BR Furnish tipe Corner 2 View Gandaria, Kebayoran Lama Jak...","Gandaria, Jakarta Selatan",4,"3","117 m²"," 3,600,000,000","+6282124404209"
"APARTEMEN GREEN PRAMUKA STUDIO FULL FURNISHED LANTAI RENDAH","Cempaka Putih, Jakarta Pusat",1,"1","21 m²"," 280,000,000","+6287881214503"
"Dijual Sudirman Residence with privatepool","SetiaBudi, Jakarta Selatan",4,"365 m²","21 m²"," 14,000,000,000","+6281210343505"
"Apartemen Kuningan Place Jakarta Selatan, 2BR, 61m2, Fullfurnished","SetiaBudi, Jakarta Selatan",2,"2","61 m²"," 895,000,000","+6285772557756"
"Sangat Murah Dijual Apartemen Puri Imperium 136m2 Hanya 1.7M Brigitta","Kuningan, Jakarta Selatan",3,"2","133 m²"," 1,700,000,000","+6281314344706"
"Apartemen Lucky Tower Residence, Chinatown Point, Pinangsia, Jakarta Pusat","Jakarta Pusat",3,"2","81 m²"," 2,000,000,000","+6281118215187"
"Dijual Apartemen 2 BR lokasi strategis, harga kompetitif.","Kebayoran Lama, Jakarta Selatan",2,"1","39 m²"," 545,000,000","+6281188683345"
"Dijual Apartemen Pancoran Riverside","Pengadegan, Jakarta Selatan",2,"1","33 m²"," 600,000,000","+6281913789415"
"JUAL RUGI BU Dijual apartemen HAMILTON 1PARK AVENUE 3BR Kebayoran lama","Kebayoran Lama, Jakarta Selatan",3,"2","177 m²"," 6,000,000,000","+6281115598622"
"Apartemen Hoek Full Furnished di Gading Greenhill Jakarta Utara","Kelapa Gading, Jakarta Utara",2,"1","48 m²"," 615,000,000","+6281282493331"
"MENTENG SQUARE DIJUAL TIPE TERLUAS 2 BR 33 M DIMODIF 1 BR SEMIFURNISH","Menteng, Jakarta Pusat",1,"1","33 m²"," 398,000,000","+6287877158556"
"Jual sangat murah (BU) 1 Unit Apartemen Grand Permata di Permata Hijau","Kebayoran Lama, Jakarta Selatan",3,"2","127 m²"," 1,700,000,000","+6281610752072"
"Apartemen 2 Bedroom Dekat Greenlake City Furnished Hadap Kolam","Duri Kosambi, Jakarta Barat",2,"1","35 m²"," 465,000,000","+6287781940871"
"Dijual Apartemen Oak Tower - Brand New Fully Furnished","Pulo Gadung, Jakarta Timur",2,"1","42 m²"," 770,000,000","+6287872780738"
"Apartemen Casagrande Residence Tower Montana","Tebet, Jakarta Selatan",3,"2","105 m²"," 2,700,000,000","+6281128755272"
"Jual Apartemen Denpasar Residence 2 Bedroom Lantai Sedang Furnished","Kuningan, Jakarta Selatan",2,"2","94 m²"," 2,600,000,000","+6285223971104"
"Townhouse Exclusive di Pondok Indah, Fasilitas Mewah Bintang 5","Pondok Indah, Jakarta Selatan",2,"2","137 m²"," 6,928,000,000","+6285819411131"
"Jual Rugi Taman Anggrek Residence Tower Daffodil lantai tinggi","Jakarta Barat",1,"1","38 m²"," 1,275,000,000","+6285682945127"
"Apartemen Horison Rasuna 2BR Harga BU turun lagi jadi 1,15M(Nego)","Kuningan, Jakarta Selatan",2,"1","74 m²"," 1,150,000,000","+6281906744071"
"Dijual Setiabudi SkyGarden 3 Bedrooms","SetiaBudi, Jakarta Selatan",3,"3","136 m²"," 5,700,000,000","+6281288709678"
"Dijual apartemen The Mansion kemayoran","Kemayoran, Jakarta Pusat",2,"1","73 m²"," 1,200,000,000","+6287879298008"
"Dijual Apt Springhill Terrace Kemayoran 3+1 BR Luas 100m2 Unfurnish VR728","Kemayoran, Jakarta Pusat",3,"2","100 m²"," 1,800,000,000","+6281706850532"
"Dijual unit Super Penthouse Apartment ST MORITZ di tower terbaru dan terbaik,Tower Ne...","Kembangan, Jakarta Barat",3,"2","100 m²"," 4,300,000,000","+6281213381302"
"Dijual super signature penthouse di lantai tertinggi Apt ST MORITZ Tower Ambasador","Kembangan, Jakarta Barat",3,"2","100 m²"," 3,300,000,000","+6281211430594"
"APARTEMEN LUAS 150 m2, FURNISHED 3+1BR DI THE SUMMIT TOWER ALPEN KELAPA GADING","Kelapa Gading, Jakarta Utara",4,"1","150 m²"," 3,750,000,000","+6281817677639"
"Apartemen Permata Berlian High Floor 3BR +1 Fully Furnished","Kebayoran Lama, Jakarta Selatan",3,"2","182 m²"," 4,300,000,000","+6281184870247"
"Dijual apartemen grand daffam mediterania ancol","Ancol, Jakarta Utara",1,"1","45 m²"," 350,000,000","+6281387467431"
"BLOOMINGTON KEMANG VILLAGE FOR SALE","Kemang, Jakarta Selatan",3,"3","220 m²"," 6,800,000,000","+6281311615153"
"Jual Apartemen Capital SCBD Sudirman 2 Bedroom Pool View","Sudirman, Jakarta Selatan",2,"2","133 m²"," 9,500,000,000","+6281816388878"
"Dijual Apartment unit penthouse di Kemang Village. Bagus dan jual segera","Kemang, Jakarta Selatan",4,"3","270 m²"," 9,200,000,000","+6281196810153"
"Apartemen Bagus siap huni 2BR di Jakarta selatan ""ABY""","Pesanggrahan, Jakarta Selatan",2,"2","84 m²"," 1,900,000,000","+6282124950234"
"Apartemen the boutique kemayoran luas rapi banget furnish","Kemayoran, Jakarta Pusat",3,"2","86 m²"," 900,000,000","+6281554247540"
"Apartemen Super Murah / Jual rugi Jak Sel.","Pondok Indah, Jakarta Selatan",3,"3","82 m²"," 1,550,000,000","+6285817912497"
"Apartemen Damoci Tower Albatros, Tower Albatros, Studio, 2br, 3br","Daan Mogot, Jakarta Barat",3,"2","68 m²"," 1,000,000,000","+6281806788103"
"Di Jual Murah Apartment Da Vinci Sudirman Jakarta","Sudirman, Jakarta Selatan",4,"4","382 m²"," 18,000,000,000","+6281289599620"
"Apartemen Puri Park View Tower E 2BR 35m2 Full Furnished","Meruya Utara, Jakarta Barat",2,"1","35 m²"," 410,000,000","+6287733792975"
"Dijual Apartemen The Wave 2 Bedroom Full Furnished Lokasi Strategis","SetiaBudi, Jakarta Selatan",2,"1","60 m²"," 1,000,000,000","+6281116373044"
"JUAL Apartemen Istana Harmoni","Gambir, Jakarta Pusat",2,"2","84 m²"," 1,500,000,000","+6287881355610"
"Jual cepat apartemen fully furnished di oasis senen jakarta pusat","Senen, Jakarta Pusat",4,"3","114 m²"," 1,600,000,000","+6281190647549"
"Dijual Apartemen Gading Nias Residences Type 35 2 Bedroom","Pegangsaan Dua, Jakarta Utara",2,"1","35 m²"," 275,000,000","+6281191911226"
"SALE    Airlangga Ritz Carlton Apartment Negotiable Prices","Kuningan Timur, Jakarta Selatan",4,"5","440 m²"," 19,000,000,000","+6281299667275"
"Dijual Murah Apartemen Sky Garden 2 Bed Luas 94 sqm Semi Furnished","SetiaBudi, Jakarta Selatan",2,"2","94 m²"," 2,500,000,000","+6281115958874"
"Spesial Harga For Sale 2kamar Greenbay Hook Rekomen Green Bay Pluit","Pluit, Jakarta Utara",1,"1","35 m²"," 340,000,000","+6281369394265"
"Jual Apartment Studio (BP 21 - 62) di PIK 2","Pantai Indah Kapuk, Jakarta Utara",1,"1","21 m²"," 450,000,000","+6285674597686"
"BU Apartemen Bassura City Type 2BR lt.27/A Cipinang Jakarta Timur","Cipinang, Jakarta Timur",2,"1","37 m²"," 554,999,999","+6281854674901"
"Dijual Apartement Menteng Setiabudi  Jakarta Selatan","Menteng Atas, Jakarta Selatan",3,"2","90 m²"," 1,305,000,000","+6282124133120"
"Dijual Apartemen Gold Coast Tower Bahama PIK 4BR, 168m2, Furnished","Pantai Indah Kapuk, Jakarta Utara",4,"3","168 m²"," 7,350,000,000","+6281214978617"
